278531,Lophiodes monodi,190367,Lophiodes monodi,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LOPHIIDAE,Lophiodes,Club Bait Anglerfish,"(Le Danois, 1971)",2019,2018-10-09,LC,,Unknown,true,false,false,"Cobián Rojas, D., Espinosa-Perez, H., Polanco Fernandez, A., Vega-Cendejas, M. & Robertson, R.","Linardich, C.",,,,,230.0,622.0,,,,
276426,Coryphopterus eidolon,185954,Coryphopterus eidolon,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,Pallid Goby,"Böhlke &amp; Robins, 1960",2015,2010-03-01,VU,A3ce,Unknown,true,false,false,"Pezold, F., van Tassell, J., Tornabene, L., Aiken, K.A. & Bouchereau, J.-L.","Cox, N.A.",,,,,6.0,28.0,,,,
271310,Myxine mccoskeri,196064,Myxine mccoskeri,ANIMALIA,CHORDATA,MYXINI,MYXINIFORMES,MYXINIDAE,Myxine,,"Wisner &amp; McMillan, 1995",2011,2009-11-12,LC,,Unknown,true,false,false,"Mincarone, M.M.","Polidoro, B., Knapp, L. & Carpenter, K.E.",,,,,439.0,1174.0,,,,
271922,Venefica tentaculata,154803,Venefica tentaculata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NETTASTOMATIDAE,Venefica,,"Garman, 1899",2010,2009-02-04,LC,,Unknown,true,false,false,"Smith, D.","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",,,,,100.0,500.0,,,,
272372,Hymenocephalus billsam,135385274,Hymenocephalus billsam,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Hymenocephalus,,"Marshall &amp; Iwamoto, 1973",2019,2018-10-09,LC,,Unknown,true,false,false,"Roa-Varón, A. & Iwamoto, T.","Linardich, C.",,,,,233.0,1275.0,,,,
281201,Jenkinsia stolifera,16465921,Jenkinsia stolifera,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Jenkinsia,Florida Round Herring,"(Jordan &amp; Gilbert, 1884)",2015,2012-08-23,LC,,Unknown,true,false,false,"Munroe, T., Aiken, K.A., Brown, J. & Grijalba Bendeck, L.","Cox, N.A.",,,,,0.0,5.0,,,,
126787,Taractes rubescens,16506080,Taractes rubescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BRAMIDAE,Taractes,Black Pomfret,"(Jordan &amp; Evermann, 1887)",2015,2013-01-29,LC,,Unknown,true,false,false,"Iwamoto, T., Singh-Renton, S., Pina Amargos, F., Marechal, J., Dooley, J., Aiken, K.A., Collette, B.B., Kishore, R., Oxenford, H. & Robertson, R.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",,,,,0.0,600.0,,,,
126749,Searsia koefoedi,190147,Searsia koefoedi,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Searsia,Koefoed's Searsid,"Parr, 1937",2015,2014-07-15,LC,,Unknown,true,false,false,"Iwamoto, T.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",,,,,450.0,1500.0,,,,
277620,Bathygobius andrei,183545,Bathygobius andrei,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Bathygobius,Chalaco,"(Sauvage, 1880)",2010,2007-05-21,LC,,Stable,true,true,false,"Findley, L. & Van Tassell, J.","Carpenter, K., Polidoro, B. & Livingstone, S. (Global Marine Species Assessment Team)",,,,,0.0,2.0,,,,
342291,Dosidicus gigas,162959,Dosidicus gigas,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Dosidicus,Humboldt Squid,"(D'Orbigny, 1835)",2014,2010-05-05,DD,,Unknown,true,false,false,"Barratt, I. & Allcock, L.","Vecchione, M., Young, R. & Böhm, M.",,,,,0.0,1000.0,,,,
