taxonid,scientific_name,subspecies,rank,subpopulation,category
42399,Ammospermophilus harrisii,NA,NA,NA,LC
42451,Ammospermophilus interpres,NA,NA,NA,LC
42452,Ammospermophilus leucurus,NA,NA,NA,LC
1149,Ammospermophilus nelsoni,NA,NA,NA,EN
22721129,Ammospiza caudacuta,NA,NA,NA,EN
22721135,Ammospiza leconteii,NA,NA,NA,LC
22721123,Ammospiza maritima,NA,NA,NA,LC
22728393,Ammospiza nelsoni,NA,NA,NA,LC
1151,Ammotragus lervia,NA,NA,NA,VU
40045,Amnicola cora,NA,NA,NA,VU
69615713,Amnicola limosa,NA,NA,NA,LC
189672,Amnicola stygius,NA,NA,NA,VU
19892228,Amorpha californica,NA,NA,NA,LC
19893100,Amorpha crenulata,NA,NA,NA,CR
19891556,Amorpha ouachitensis,NA,NA,NA,VU
51302894,Amphiagrion abbreviatum,NA,NA,NA,LC
164998,Amphiagrion saucium,NA,NA,NA,LC
19712646,Amphigymnas bahamensis,NA,NA,NA,LC
1168,Amphigyra alabamensis,NA,NA,NA,EX
87585390,Amphioctopus arenicola,NA,NA,NA,DD
163359,Amphioctopus burryi,NA,NA,NA,LC
64263809,Amphiscirpus nevadensis,NA,NA,NA,LC
22721194,Amphispiza bilineata,NA,NA,NA,LC
22721200,Amphispiza quinquestriata,NA,NA,NA,LC
154728,Amphistichus koelzi,NA,NA,NA,LC
162899,Amphitretus pelagicus,NA,NA,NA,LC
59074,Amphiuma means,NA,NA,NA,LC
59075,Amphiuma pholeter,NA,NA,NA,NT
59076,Amphiuma tridactylum,NA,NA,NA,LC
153707759,Amsonia tharpii,NA,NA,NA,VU
50049394,Amygdalus andersonii,NA,NA,NA,LC
50025687,Amygdalus minutiflora,NA,NA,NA,NT
50025974,Amygdalus texana,NA,NA,NA,NT
58521132,Amylocystis lapponica,NA,NA,NA,LC
118831686,Amynthas agrestis,NA,NA,NA,LC
118818651,Amynthas tokioensis,NA,NA,NA,LC
156771790,Amyris balsamifera,NA,NA,NA,LC
156771939,Amyris elemifera,NA,NA,NA,LC
126618432,Amyris madrensis,NA,NA,NA,LC
126618470,Amyris texana,NA,NA,NA,LC
164405,Anacamptis palustris,NA,NA,NA,LC
187555,Anampses chrysocephalus,NA,NA,NA,LC
187758,Anampses cuvier,NA,NA,NA,LC
195671,Anarchias leucurus,NA,NA,NA,LC
195673,Anarchias seychellensis,NA,NA,NA,LC
195674,Anarchias similis,NA,NA,NA,LC
46107620,Anarchopterus criniger,NA,NA,NA,LC
46107890,Anarchopterus tectus,NA,NA,NA,LC
159099689,Anarrhichthys ocellatus,NA,NA,NA,LC
22680301,Anas acuta,NA,NA,NA,LC
22680287,Anas bahamensis,NA,NA,NA,LC
22729498,Anas carolinensis,NA,NA,NA,LC
22680321,Anas crecca,NA,NA,NA,LC
22680178,Anas fulvigula,NA,NA,NA,LC
22680203,Anas laysanensis,NA,NA,NA,CR
22680186,Anas platyrhynchos,NA,NA,NA,LC
22680174,Anas rubripes,NA,NA,NA,LC
22680199,Anas wyvilliana,NA,NA,NA,EN
125854290,Anatrytone logan,NA,NA,NA,LC
49254643,Anax amazili,NA,NA,NA,LC
165012,Anax concolor,NA,NA,NA,LC
165081,Anax junius,NA,NA,NA,LC
164953,Anax longipes,NA,NA,NA,LC
50960473,Anax strenuus,NA,NA,NA,LC
50959519,Anax walsinghami,NA,NA,NA,LC
54570,Anaxyrus americanus,NA,NA,NA,LC
54583,Anaxyrus baxteri,NA,NA,NA,EW
3179,Anaxyrus boreas,NA,NA,NA,LC
54599,Anaxyrus californicus,NA,NA,NA,EN
3180,Anaxyrus canorus,NA,NA,NA,EN
54612,Anaxyrus cognatus,NA,NA,NA,LC
54626,Anaxyrus debilis,NA,NA,NA,LC
3169,Anaxyrus exsul,NA,NA,NA,VU
54640,Anaxyrus fowleri,NA,NA,NA,LC
54661,Anaxyrus hemiophrys,NA,NA,NA,LC
3170,Anaxyrus houstonensis,NA,NA,NA,EN
54709,Anaxyrus microscaphus,NA,NA,NA,LC
3181,Anaxyrus nelsoni,NA,NA,NA,EN
54739,Anaxyrus punctatus,NA,NA,NA,LC
54743,Anaxyrus quercicus,NA,NA,NA,LC
3173,Anaxyrus retiformis,NA,NA,NA,LC
54761,Anaxyrus speciosus,NA,NA,NA,LC
54777,Anaxyrus terrestris,NA,NA,NA,LC
54798,Anaxyrus woodhousii,NA,NA,NA,LC
16405644,Anchoa cayorum,NA,NA,NA,LC
98888849,Anchoa compressa,NA,NA,NA,LC
16405685,Anchoa cubana,NA,NA,NA,LC
154975,Anchoa delicatissima,NA,NA,NA,LC
16406327,Anchoa hepsetus,NA,NA,NA,LC
16406525,Anchoa lamprotaenia,NA,NA,NA,LC
191214,Anchoa lyolepis,NA,NA,NA,LC
190222,Anchoa mitchilli,NA,NA,NA,LC
16406934,Anchoviella perfasciata,NA,NA,NA,LC
163050,Ancistrocheirus lesueuri,NA,NA,NA,LC
163102,Ancistroteuthis lichtensteini,NA,NA,NA,LC
190345,Ancylopsetta dilecta,NA,NA,NA,LC
190129,Ancylopsetta ommata,NA,NA,NA,LC
125854663,Ancyloxypha numitor,NA,NA,NA,LC
60761659,Andira inermis,NA,NA,NA,LC
64263821,Andromeda polifolia,NA,NA,NA,LC
13506888,Andropogon virginicus,NA,NA,NA,LC
1282,Aneides aeneus,NA,NA,NA,NT
59115,Aneides ferreus,NA,NA,NA,NT
59116,Aneides flavipunctatus,NA,NA,NA,NT
59117,Aneides hardii,NA,NA,NA,LC
59118,Aneides lugubris,NA,NA,NA,LC
59119,Aneides vagrans,NA,NA,NA,NT
64263861,Angelica atropurpurea,NA,NA,NA,LC
147657796,Angiola lineata,NA,NA,NA,LC
166189,Anguilla marmorata,NA,NA,NA,LC
191108,Anguilla rostrata,NA,NA,NA,EN
1299,Anguispira picta,NA,NA,NA,DD
22696702,Anhinga anhinga,NA,NA,NA,LC
176953,Aniseia martinicensis,NA,NA,NA,LC
183736,Anisotremus davidsonii,NA,NA,NA,LC
194408,Anisotremus surinamensis,NA,NA,NA,DD
194409,Anisotremus virginicus,NA,NA,NA,LC
62227,Anniella pulchra,NA,NA,NA,LC
142424510,Annona glabra,NA,NA,NA,LC
142423951,Annona montana,NA,NA,NA,LC
142423363,Annona mucosa,NA,NA,NA,LC
91149898,Anodonta nuttalliana,NA,NA,NA,VU
189487,Anodonta oregonensis,NA,NA,NA,LC
1312,Anodontoides radiatus,NA,NA,NA,NT
44091,Anoectochilus sandvicensis,NA,NA,NA,VU
197447,Anolis allisoni,NA,NA,NA,LC
64188,Anolis carolinensis,NA,NA,NA,LC
197440,Anolis cristatellus,NA,NA,NA,LC
203881,Anolis distichus,NA,NA,NA,LC
203882,Anolis equestris,NA,NA,NA,LC
203884,Anolis garmani,NA,NA,NA,LC
203887,Anolis porcatus,NA,NA,NA,LC
197443,Anolis sagrei,NA,NA,NA,LC
123356234,Anoplogaster brachycera,NA,NA,NA,DD
18123960,Anoplogaster cornuta,NA,NA,NA,LC
123321057,Anotopterus nikparini,NA,NA,NA,LC
18123632,Anotopterus pharao,NA,NA,NA,LC
22727746,Anous ceruleus,NA,NA,NA,LC
22694799,Anous minutus,NA,NA,NA,LC
22694794,Anous stolidus,NA,NA,NA,LC
22679881,Anser albifrons,NA,NA,NA,LC
22679872,Anser brachyrhynchus,NA,NA,NA,LC
22679896,Anser caerulescens,NA,NA,NA,LC
22679919,Anser canagicus,NA,NA,NA,NT
22679886,Anser erythropus,NA,NA,NA,VU
22679875,Anser fabalis,NA,NA,NA,LC
22679909,Anser rossii,NA,NA,NA,LC
190459,Antennarius multiocellatus,NA,NA,NA,LC
16406979,Antennarius striatus,NA,NA,NA,LC
173004714,Antheraea polyphemus,NA,NA,NA,LC
143619704,Anthias asperilinguis,NA,NA,NA,LC
16407002,Anthias nicholsi,NA,NA,NA,LC
20666401,Anthias woodsi,NA,NA,NA,LC
1617,Anthicus sacramento,NA,NA,NA,EN
22687125,Anthracothorax prevostii,NA,NA,NA,LC
22718560,Anthus cervinus,NA,NA,NA,LC
22718553,Anthus gustavi,NA,NA,NA,LC
22718550,Anthus hodgsoni,NA,NA,NA,LC
22718575,Anthus rubescens,NA,NA,NA,LC
22718591,Anthus spragueii,NA,NA,NA,VU
22718546,Anthus trivialis,NA,NA,NA,LC
91150638,Antidesma platyphyllum,NA,NA,NA,LC
91150722,Antidesma platyphyllum var. hillebrandii,hillebrandii,var.,NA,EN
91150699,Antidesma platyphyllum var. platyphyllum,platyphyllum,var.,NA,VU
16407132,Antigonia capros,NA,NA,NA,LC
154928,Antigonia combatia,NA,NA,NA,LC
1677,Antilocapra americana,NA,NA,NA,LC
1679,Antilocapra americana ssp. peninsularis,peninsularis,ssp.,NA,EN
1680,Antilocapra americana ssp. sonoriensis,sonoriensis,ssp.,NA,EN
1681,Antilope cervicapra,NA,NA,NA,LC
155287,Antimora microlepis,NA,NA,NA,DD
190385,Antimora rostrata,NA,NA,NA,LC
29626,Antrobia breweri,NA,NA,NA,VU
1786,Antrobia culveri,NA,NA,NA,EN
1787,Antrolana lira,NA,NA,NA,VU
22736398,Antrostomus arizonae,NA,NA,NA,LC
22689778,Antrostomus carolinensis,NA,NA,NA,NT
22689801,Antrostomus ridgwayi,NA,NA,NA,LC
22736393,Antrostomus vociferus,NA,NA,NA,NT
1790,Antrozous pallidus,NA,NA,NA,LC
165597,Apalone ferox,NA,NA,NA,LC
165596,Apalone mutica,NA,NA,NA,LC
163451,Apalone spinifera,NA,NA,NA,LC
51302922,Apanisagrion lais,NA,NA,NA,LC
154731,Apeltes quadracus,NA,NA,NA,LC
1831,Aphaenogaster bidentatus,NA,NA,NA,VU
1854,Aphaostracon asthenes,NA,NA,NA,VU
189643,Aphaostracon chalarogyrus,NA,NA,NA,VU
189655,Aphaostracon hypohyalinum,NA,NA,NA,LC
1855,Aphaostracon monas,NA,NA,NA,VU
1858,Aphaostracon pycnus,NA,NA,NA,VU
189695,Aphaostracon xynoelictum,NA,NA,NA,DD
194289,Aphareus furca,NA,NA,NA,LC
194360,Aphareus rutilans,NA,NA,NA,LC
103727785,Aphelocoma californica,NA,NA,NA,LC
22705629,Aphelocoma coerulescens,NA,NA,NA,VU
22724967,Aphelocoma wollweberi,NA,NA,NA,LC
202607,Aphredoderus sayanus,NA,NA,NA,LC
51178524,Aphylla angustifolia,NA,NA,NA,LC
164956,Aphylla protracta,NA,NA,NA,LC
165030,Aphylla williamsoni,NA,NA,NA,LC
57453548,Aphyonus gelatinosus,NA,NA,NA,LC
164203,Apium graveolens,NA,NA,NA,LC
199221,Aplatophis chauliodus,NA,NA,NA,LC
69623954,Aplexa elongata,NA,NA,NA,LC
193261,Aplodinotus grunniens,NA,NA,NA,LC
1869,Aplodontia rufa,NA,NA,NA,LC
185925,Apogon aurolineatus,NA,NA,NA,LC
185923,Apogon binotatus,NA,NA,NA,LC
185930,Apogon gouldi,NA,NA,NA,LC
183756,Apogon guadalupensis,NA,NA,NA,LC
185926,Apogon lachneri,NA,NA,NA,LC
185927,Apogon leptocaulus,NA,NA,NA,LC
185937,Apogon maculatus,NA,NA,NA,LC
183403,Apogon pacificus,NA,NA,NA,LC
185934,Apogon phenax,NA,NA,NA,LC
185938,Apogon pillionatus,NA,NA,NA,LC
190973,Apogon planifrons,NA,NA,NA,LC
185931,Apogon pseudomaculatus,NA,NA,NA,LC
185935,Apogon quadrisquamatus,NA,NA,NA,LC
185936,Apogon townsendi,NA,NA,NA,LC
165834,Apolemichthys arcuatus,NA,NA,NA,LC
69584035,Aporops bilinearis,NA,NA,NA,LC
19711761,Apostichopus johnsoni,NA,NA,NA,DD
19711843,Apostichopus leukothele,NA,NA,NA,LC
180368,Apostichopus parvimensis,NA,NA,NA,VU
40737,Appalachia arcana,NA,NA,NA,VU
194379,Aprion virescens,NA,NA,NA,LC
44209,Apristurus brunneus,NA,NA,NA,DD
44572,Apristurus canutus,NA,NA,NA,LC
44215,Apristurus kampae,NA,NA,NA,DD
44599,Apristurus manis,NA,NA,NA,LC
42700,Apristurus melanoasper,NA,NA,NA,LC
44657,Apristurus microps,NA,NA,NA,LC
44221,Apristurus parvipinnis,NA,NA,NA,LC
44224,Apristurus profundorum,NA,NA,NA,LC
44639,Apristurus riveri,NA,NA,NA,LC
44226,Apristurus spongiceps,NA,NA,NA,DD
198996,Aprognathodon platyventris,NA,NA,NA,LC
155126,Apsilus dentatus,NA,NA,NA,LC
199287,Apterichtus ansp,NA,NA,NA,LC
154939,Apterichtus kendalli,NA,NA,NA,LC
22686800,Apus apus,NA,NA,NA,LC
22686845,Apus pacificus,NA,NA,NA,LC
22696060,Aquila chrysaetos,NA,NA,NA,LC
153707797,Aquilegia chaplinei,NA,NA,NA,VU
137458789,Araiophos gracilis,NA,NA,NA,DD
124606708,Aralia humilis,NA,NA,NA,LC
152911024,Aralia spinosa,NA,NA,NA,LC
22692174,Aramus guarauna,NA,NA,NA,LC
22685577,Ara severus,NA,NA,NA,LC
22685752,Aratinga nenday,NA,NA,NA,LC
2017,Arborimus albipes,NA,NA,NA,LC
42615,Arborimus longicaudus,NA,NA,NA,NT
2018,Arborimus pomo,NA,NA,NA,NT
126504863,Arbutus arizonica,NA,NA,NA,LC
61220272,Arbutus menziesii,NA,NA,NA,LC
38918,Arbutus xalapensis,NA,NA,NA,LC
51364268,Archilestes californicus,NA,NA,NA,LC
49254284,Archilestes grandis,NA,NA,NA,LC
22688196,Archilochus alexandri,NA,NA,NA,LC
22688193,Archilochus colubris,NA,NA,NA,LC
189650,Archiphysa laphami,NA,NA,NA,DD
189684,Archiphysa sonomae,NA,NA,NA,DD
163265,Architeuthis dux,NA,NA,NA,LC
202432,Archoplites interruptus,NA,NA,NA,EN
170223,Archosargus probatocephalus,NA,NA,NA,LC
170156,Archosargus rhomboidalis,NA,NA,NA,LC
189137,Arcidens confragosus,NA,NA,NA,LC
2114,Arcidens wheeleri,NA,NA,NA,EN
185939,Arcos nudus,NA,NA,NA,LC
64264082,Arctanthemum arcticum,NA,NA,NA,LC
170052,Arctides guineensis,NA,NA,NA,LC
170063,Arctides regalis,NA,NA,NA,LC
2061,Arctocephalus townsendi,NA,NA,NA,LC
161889,Arctophila fulva,NA,NA,NA,LC
158675880,Arctostaphylos andersonii,NA,NA,NA,EN
37563,Arctostaphylos catalinae,NA,NA,NA,VU
144312941,Arctostaphylos columbiana,NA,NA,NA,LC
144282654,Arctostaphylos glauca,NA,NA,NA,LC
153738791,Arctostaphylos nortensis,NA,NA,NA,LC
183218340,Arctostaphylos obispoensis,NA,NA,NA,LC
126504924,Arctostaphylos pringlei,NA,NA,NA,LC
126504972,Arctostaphylos pungens,NA,NA,NA,LC
194997,Arctozenus risso,NA,NA,NA,LC
22697043,Ardea alba,NA,NA,NA,LC
181500967,Ardea herodias,NA,NA,NA,LC
22727668,Ardea intermedia,NA,NA,NA,LC
181501221,Ardea occidentalis,NA,NA,NA,EN
22698182,Ardenna bulleri,NA,NA,NA,VU
22698188,Ardenna carneipes,NA,NA,NA,NT
22698195,Ardenna creatopus,NA,NA,NA,VU
22698201,Ardenna gravis,NA,NA,NA,LC
22698209,Ardenna grisea,NA,NA,NA,NT
22698175,Ardenna pacifica,NA,NA,NA,LC
22698216,Ardenna tenuirostris,NA,NA,NA,LC
156754415,Ardisia escallonioides,NA,NA,NA,LC
22693336,Arenaria interpres,NA,NA,NA,LC
126376321,Arenaria lanuginosa,NA,NA,NA,LC
200491721,Arenaria livermorensis,NA,NA,NA,CR
22693341,Arenaria melanocephala,NA,NA,NA,LC
64264102,Arethusa bulbosa,NA,NA,NA,LC
64321666,Argentina anserina,NA,NA,NA,LC
139890267,Argentina georgei,NA,NA,NA,LC
183969,Argentina sialis,NA,NA,NA,LC
16407217,Argentina striata,NA,NA,NA,LC
51332132,Argia agrioides,NA,NA,NA,LC
165033,Argia alberta,NA,NA,NA,LC
80679593,Argia anceps,NA,NA,NA,LC
164989,Argia apicalis,NA,NA,NA,LC
51332186,Argia barretti,NA,NA,NA,LC
51332190,Argia bipunctulata,NA,NA,NA,LC
51332193,Argia carlcooki,NA,NA,NA,LC
51332201,Argia cuprea,NA,NA,NA,LC
51332230,Argia emma,NA,NA,NA,LC
51332233,Argia extranea,NA,NA,NA,LC
51332246,Argia fumipennis,NA,NA,NA,LC
120036372,Argia funebris,NA,NA,NA,LC
51332260,Argia harknessi,NA,NA,NA,LC
51332278,Argia hinei,NA,NA,NA,LC
51332292,Argia immunda,NA,NA,NA,LC
51332305,Argia lacrimans,NA,NA,NA,LC
63224,Argia leonorae,NA,NA,NA,LC
164962,Argia lugens,NA,NA,NA,LC
165038,Argia moesta,NA,NA,NA,LC
51332325,Argia munda,NA,NA,NA,LC
51332329,Argia nahuana,NA,NA,NA,LC
51332333,Argia oenea,NA,NA,NA,LC
165024,Argia pallens,NA,NA,NA,LC
63539,Argia pima,NA,NA,NA,LC
164970,Argia plana,NA,NA,NA,LC
63225,Argia rhoadsi,NA,NA,NA,LC
63222,Argia sabino,NA,NA,NA,LC
51332337,Argia sedula,NA,NA,NA,LC
165097,Argia tarascana,NA,NA,NA,LC
51332343,Argia tezpi,NA,NA,NA,LC
164981,Argia tibialis,NA,NA,NA,LC
51332350,Argia tonto,NA,NA,NA,LC
49254591,Argia translata,NA,NA,NA,LC
51332354,Argia vivida,NA,NA,NA,LC
163080,Argonauta argo,NA,NA,NA,LC
163391,Argonauta boettgeri,NA,NA,NA,LC
163211,Argonauta hians,NA,NA,NA,LC
160901,Argynnis cybele,NA,NA,NA,LC
20515,Argynnis idalia,NA,NA,NA,VU
2100,Argyresthia castaneella,NA,NA,NA,EX
190130,Argyripnus atlanticus,NA,NA,NA,LC
137461727,Argyripnus brocki,NA,NA,NA,LC
137463132,Argyripnus ephippiatus,NA,NA,NA,LC
18253276,Argyropelecus aculeatus,NA,NA,NA,LC
190118,Argyropelecus affinis,NA,NA,NA,LC
18253282,Argyropelecus gigas,NA,NA,NA,LC
154998,Argyropelecus hemigymnus,NA,NA,NA,LC
137468437,Argyropelecus lychnus,NA,NA,NA,LC
18253287,Argyropelecus olfersii,NA,NA,NA,LC
21132859,Argyropelecus sladeni,NA,NA,NA,LC
44112,Argyroxiphium caliginis,NA,NA,NA,VU
44113,Argyroxiphium kauense,NA,NA,NA,CR
44157,Argyroxiphium sandwicense,NA,NA,NA,EN
44159,Argyroxiphium sandwicense subsp. macrocephalum,macrocephalum,subsp.,NA,CR
44158,Argyroxiphium sandwicense subsp. sandwicense,sandwicense,subsp.,NA,CR
44078,Argyroxiphium virescens,NA,NA,NA,EX
51178530,Arigomphus cornutus,NA,NA,NA,LC
51178538,Arigomphus furcifer,NA,NA,NA,LC
51178553,Arigomphus lentulus,NA,NA,NA,LC
51178568,Arigomphus maxwelli,NA,NA,NA,LC
51178585,Arigomphus pallidus,NA,NA,NA,LC
51178605,Arigomphus submedianus,NA,NA,NA,LC
51178639,Arigomphus villosipes,NA,NA,NA,LC
152093,Ariocarpus fissuratus,NA,NA,NA,LC
16407630,Ariomma bondi,NA,NA,NA,LC
190252,Ariomma melanum,NA,NA,NA,LC
16407645,Ariomma regulus,NA,NA,NA,LC
190456,Ariopsis felis,NA,NA,NA,LC
190166,Ariosoma anale,NA,NA,NA,LC
194968,Ariosoma balearicum,NA,NA,NA,LC
103645074,Ariosoma fasciatum,NA,NA,NA,LC
199133,Ariosoma marginatum,NA,NA,NA,LC
155266,Ariosoma selenops,NA,NA,NA,LC
44392137,Aristida purpurea,NA,NA,NA,LC
21132889,Aristostomias grimaldii,NA,NA,NA,LC
60469232,Aristostomias lunifer,NA,NA,NA,LC
21132898,Aristostomias polydactylus,NA,NA,NA,LC
137468866,Aristostomias scintillans,NA,NA,NA,LC
190353,Aristostomias tittmanni,NA,NA,NA,LC
21132901,Aristostomias xenostoma,NA,NA,NA,LC
63734,Arizona elegans,NA,NA,NA,LC
2115,Armatobalanus nefrens,NA,NA,NA,DD
2116,Armsia petasus,NA,NA,NA,CR
69741187,Arnoglossus debilis,NA,NA,NA,LC
193699,Arothron hispidus,NA,NA,NA,LC
193662,Arothron meleagris,NA,NA,NA,LC
22721392,Arremonops rufivirgatus,NA,NA,NA,LC
155015,Artediellichthys nigripinnis,NA,NA,NA,LC
2117,Artemia monica,NA,NA,NA,LR/cd
91150858,Artemisia kauaiensis,NA,NA,NA,CR
156820993,Artemisia tridentata,NA,NA,NA,LC
103780113,Artemisiospiza belli,NA,NA,NA,LC
103780166,Artemisiospiza nevadensis,NA,NA,NA,LC
80702807,Arthonia cupressina,NA,NA,NA,EN
70385721,Arthonia kermesina,NA,NA,NA,EN
80702824,Arthopyrenia betulicola,NA,NA,NA,CR
164340,Arundo donax,NA,NA,NA,LC
54413,Ascaphus montanus,NA,NA,NA,LC
54414,Ascaphus truei,NA,NA,NA,LC
39183,Aschisma kansanum,NA,NA,NA,VU
64264135,Asclepias exaltata,NA,NA,NA,LC
64264155,Asclepias incarnata,NA,NA,NA,LC
69779638,Aseraggodes borehami,NA,NA,NA,LC
69779937,Aseraggodes holcomi,NA,NA,NA,DD
69780323,Aseraggodes therese,NA,NA,NA,LC
2160,Ashmunella pasonis,NA,NA,NA,LR/nt
152335000,Asimina obovata,NA,NA,NA,LC
143321751,Asimina parviflora,NA,NA,NA,LC
30379,Asimina tetramera,NA,NA,NA,EN
135958357,Asimina triloba,NA,NA,NA,LC
22689531,Asio flammeus,NA,NA,NA,LC
22689507,Asio otus,NA,NA,NA,LC
13507050,Asparagus aethiopicus,NA,NA,NA,LC
163112,Asperoteuthis acanthoderma,NA,NA,NA,LC
176064,Asperoteuthis mangoldae,NA,NA,NA,DD
19002684,Asphodelus fistulosus,NA,NA,NA,LC
64251,Aspidoscelis burti,NA,NA,NA,LC
64264,Aspidoscelis exsanguis,NA,NA,NA,LC
64265,Aspidoscelis flagellicauda,NA,NA,NA,LC
64267,Aspidoscelis gularis,NA,NA,NA,LC
4996,Aspidoscelis hyperythra,NA,NA,NA,LC
89931365,Aspidoscelis inornata,NA,NA,NA,LC
64272,Aspidoscelis laredoensis,NA,NA,NA,LC
64278,Aspidoscelis neomexicana,NA,NA,NA,LC
64279,Aspidoscelis neotesselata,NA,NA,NA,NT
64286,Aspidoscelis septemvittata,NA,NA,NA,LC
64287,Aspidoscelis sexlineata,NA,NA,NA,LC
64288,Aspidoscelis sonorae,NA,NA,NA,LC
89970161,Aspidoscelis stictogramma,NA,NA,NA,LC
90069769,Aspidoscelis tesselata,NA,NA,NA,LC
64290,Aspidoscelis tigris,NA,NA,NA,LC
64291,Aspidoscelis uniparens,NA,NA,NA,LC
64292,Aspidoscelis velox,NA,NA,NA,LC
89969963,Aspidoscelis xanthonota,NA,NA,NA,NT
170643441,Asplenium dentatum,NA,NA,NA,LC
78774453,Asplenium dielerectum,NA,NA,NA,CR
78774610,Asplenium dielfalcatum,NA,NA,NA,CR
80229055,Asplenium diellaciniatum,NA,NA,NA,CR
80229074,Asplenium dielmannii,NA,NA,NA,CR
78774640,Asplenium dielpallidum,NA,NA,NA,CR
78775516,Asplenium unisorum,NA,NA,NA,CR
190169,Asquamiceps caeruleus,NA,NA,NA,LC
2179,Assiminea infirma,NA,NA,NA,VU
15208241,Assiminea nitida,NA,NA,NA,LC
2182,Assiminea pecos,NA,NA,NA,EN
91151440,Astelia argyrocoma,NA,NA,NA,EN
44079,Astelia waialealae,NA,NA,NA,CR
69741907,Asterorhombus filifer,NA,NA,NA,LC
193191,Asterropteryx semipunctata,NA,NA,NA,LC
19035773,Aster subulatus,NA,NA,NA,LC
180493,Astichopus multifidus,NA,NA,NA,LC
19892777,Astragalus altus,NA,NA,NA,EN
19891964,Astragalus calycosus,NA,NA,NA,LC
19892208,Astragalus castetteri,NA,NA,NA,NT
172635577,Astragalus claranus,NA,NA,NA,EN
19892240,Astragalus cobrensis,NA,NA,NA,LC
19892442,Astragalus coltonii,NA,NA,NA,LC
19892983,Astragalus cottamii,NA,NA,NA,LC
19891488,Astragalus crassicarpus,NA,NA,NA,LC
19893114,Astragalus crotalariae,NA,NA,NA,LC
19892382,Astragalus didymocarpus,NA,NA,NA,LC
19892581,Astragalus ensiformis,NA,NA,NA,LC
19892709,Astragalus flexuosus,NA,NA,NA,LC
19892516,Astragalus geyeri,NA,NA,NA,LC
19892548,Astragalus harrisonii,NA,NA,NA,NT
19892575,Astragalus inyoensis,NA,NA,NA,NT
19891930,Astragalus kolymensis,NA,NA,NA,LC
19892168,Astragalus lentiginosus,NA,NA,NA,LC
19893094,Astragalus leucolobus,NA,NA,NA,VU
19893117,Astragalus miser,NA,NA,NA,LC
153743153,Astragalus missouriensis,NA,NA,NA,LC
19892003,Astragalus mollissimus,NA,NA,NA,LC
19891799,Astragalus molybdenus,NA,NA,NA,LC
19892274,Astragalus nuttallianus,NA,NA,NA,LC
19892057,Astragalus oophorus,NA,NA,NA,LC
19892692,Astragalus pachypus,NA,NA,NA,LC
19891567,Astragalus piutensis,NA,NA,NA,LC
19892093,Astragalus pubentissimus,NA,NA,NA,LC
19892697,Astragalus schmolliae,NA,NA,NA,CR
153744257,Astragalus siliceus,NA,NA,NA,LC
19892102,Astragalus sinuatus,NA,NA,NA,CR
19891748,Astragalus sparsiflorus,NA,NA,NA,LC
19892179,Astragalus tener,NA,NA,NA,EN
19892607,Astragalus terminalis,NA,NA,NA,LC
153744274,Astragalus waterfallii,NA,NA,NA,LC
19892715,Astragalus whitneyi,NA,NA,NA,LC
19892792,Astragalus williamsii,NA,NA,NA,LC
133446,Astrangia poculata,NA,NA,NA,LC
185868,Astrapogon alutus,NA,NA,NA,LC
185870,Astrapogon puncticulatus,NA,NA,NA,LC
185869,Astrapogon stellatus,NA,NA,NA,DD
190373,Astronesthes atlanticus,NA,NA,NA,LC
137468928,Astronesthes bilobatus,NA,NA,NA,LC
137469030,Astronesthes cyaneus,NA,NA,NA,LC
137469231,Astronesthes fedorovi,NA,NA,NA,LC
18256447,Astronesthes gemmifer,NA,NA,NA,DD
135435329,Astronesthes gudrunae,NA,NA,NA,LC
21132910,Astronesthes indicus,NA,NA,NA,LC
190229,Astronesthes leucopogon,NA,NA,NA,LC
137469649,Astronesthes lucifer,NA,NA,NA,LC
137469661,Astronesthes luetkeni,NA,NA,NA,LC
190360,Astronesthes macropogon,NA,NA,NA,LC
21132914,Astronesthes micropogon,NA,NA,NA,LC
21132917,Astronesthes neopogon,NA,NA,NA,LC
190361,Astronesthes niger,NA,NA,NA,LC
155003,Astronesthes nigroides,NA,NA,NA,LC
135435484,Astronesthes oligoa,NA,NA,NA,DD
137469788,Astronesthes quasiindicus,NA,NA,NA,LC
47164914,Astronesthes similus,NA,NA,NA,LC
137469824,Astronesthes splendidus,NA,NA,NA,LC
137469938,Astronesthes trifibulatus,NA,NA,NA,LC
190435,Astronesthes zharovi,NA,NA,NA,LC
40961,Astrophytum asterias,NA,NA,NA,VU
47153800,Astroscopus guttatus,NA,NA,NA,LC
190348,Astroscopus y-graecum,NA,NA,NA,LC
183370,Astroscopus zephyreus,NA,NA,NA,LC
132562408,Astyanax argentatus,NA,NA,NA,LC
62191,Astyanax mexicanus,NA,NA,NA,LC
126373689,Atamisquea emarginata,NA,NA,NA,LC
67962581,Ataxolepis apus,NA,NA,NA,LC
123360411,Ataxolepis henactis,NA,NA,NA,LC
11771,Athearnia anthonyi,NA,NA,NA,VU
11768,Athearnia crassa,NA,NA,NA,EX
22689353,Athene cunicularia,NA,NA,NA,LC
198481706,Atheniella aurantiidisca,NA,NA,NA,LC
158624557,Atheresthes evermanni,NA,NA,NA,LC
158624714,Atheresthes stomias,NA,NA,NA,LC
155310,Atherinomorus stipes,NA,NA,NA,LC
183957,Atherinops affinis,NA,NA,NA,LC
